"Income","Race","Sex","Birth.Country"
125499,"Asian-Pac-Islander","Male","India"
59083,"White","Male","United-States"
138332,"White","Female","United-States"
198914,"Black","Male","United-States"
238162,"White","Male","United-States"
123677,"Asian-Pac-Islander","Female","Laos"
325538,"White","Male","United-States"
251063,"Black","Female","United-States"
51471,"White","Female","United-States"
175681,"Black","Male",""
165599,"White","Male","United-States"
149640,"White","Male","England"
143526,"White","Male","United-States"
211160,"White","Male","United-States"
342989,"White","Female","United-States"
173631,"White","Male","United-States"
141876,"White","Male","United-States"
137604,"White","Male","United-States"
129232,"White","Male","United-States"
271550,"White","Male","United-States"
456922,"White","Male","United-States"
232242,"White","Male","United-States"
352188,"White","Male","United-States"
114967,"White","Male","United-States"
201981,"White","Male","United-States"
159247,"White","Male","United-States"
125905,"White","Male","United-States"
186824,"White","Male","United-States"
121012,"White","Male","United-States"
110844,"White","Female","United-States"
143003,"Asian-Pac-Islander","Male","India"
59732,"Amer-Indian-Eskimo","Male","United-States"
178489,"Black","Female",""
252127,"Black","Female","United-States"
109633,"White","Female","United-States"
160811,"White","Male","United-States"
365110,"White","Female","United-States"
113080,"White","Male","United-States"
206074,"White","Male","United-States"
173062,"Black","Male","United-States"
117273,"White","Male","United-States"
153805,"Other","Male","Ecuador"
293802,"Black","Male","United-States"
153132,"White","Male","United-States"
166809,"White","Female","United-States"
34122,"White","Male","United-States"
231725,"White","Male","United-States"
63210,"White","Male","United-States"
108293,"White","Female","United-States"
116878,"White","Male","Italy"
110622,"Asian-Pac-Islander","Female","Philippines"
180318,"White","Male","United-States"
112318,"White","Male","United-States"
252079,"White","Male","United-States"
27153,"White","Male","United-States"
73312,"White","Female","United-States"
145409,"White","Male","United-States"
167882,"Black","Female","Haiti"
236696,"White","Male","United-States"
28791,"White","Female","United-States"
118551,"White","Female",""
187292,"White","Male","United-States"
189922,"White","Male","United-States"
584259,"White","Male","United-States"
173992,"White","Male","United-States"
253759,"White","Male","United-States"
111243,"White","Female","United-States"
147850,"White","Male","United-States"
171015,"White","Female","United-States"
118023,"White","Male",""
361497,"White","Male","United-States"
137290,"White","Male","United-States"
401886,"White","Male","United-States"
201882,"White","Male","United-States"
30793,"White","Female","United-States"
139161,"Black","Female","United-States"
210736,"White","Male","United-States"
167781,"White","Male","United-States"
103986,"White","Male","United-States"
144592,"White","Male","United-States"
493034,"Black","Male","United-States"
184078,"White","Female","United-States"
191814,"White","Male","United-States"
329852,"White","Male","United-States"
223660,"White","Male","United-States"
177087,"White","Female","United-States"
143766,"White","Male","United-States"
234271,"White","Female","United-States"
314822,"Black","Male","United-States"
195584,"Black","Female","United-States"
207938,"White","Male","United-States"
126850,"Asian-Pac-Islander","Male","Philippines"
279485,"White","Female","United-States"
267717,"White","Male","United-States"
175935,"White","Male","United-States"
163665,"White","Female","United-States"
200468,"White","Male","United-States"
91501,"White","Female","United-States"
182771,"Asian-Pac-Islander","Male","United-States"
56392,"White","Male","United-States"
20511,"White","Female","United-States"
538822,"White","Male","Mexico"
332008,"Asian-Pac-Islander","Male","Taiwan"
220789,"White","Male","United-States"
114760,"White","Male","United-States"
90338,"White","Male","United-States"
181576,"White","Male","United-States"
198841,"White","Male","United-States"
53197,"White","Male","United-States"
542265,"White","Female","United-States"
193026,"White","Male","United-States"
25505,"Black","Female","United-States"
375657,"White","Male","United-States"
201599,"Black","Female","United-States"
181820,"White","Male","United-States"
334224,"White","Female","United-States"
54318,"White","Male","United-States"
141388,"White","Male","United-States"
57101,"White","Male","United-States"
168515,"White","Female","Germany"
163665,"White","Male","United-States"
207513,"White","Male","United-States"
293291,"White","Male","United-States"
70088,"White","Male","United-States"
199346,"White","Female","United-States"
143949,"White","Female","United-States"
207201,"White","Male","United-States"
430283,"White","Female","United-States"
293809,"White","Male","United-States"
378009,"White","Male","United-States"
226608,"White","Male","Guatemala"
314182,"White","Female","United-States"
170544,"White","Male","United-States"
94196,"White","Female","United-States"
193047,"White","Male","United-States"
112607,"White","Male","United-States"
146949,"White","Male","United-States"
309513,"White","Male","United-States"
191389,"White","Female","United-States"
213902,"White","Female","El-Salvador"
46514,"White","Female","United-States"
75855,"Black","Male",""
38707,"White","Male","United-States"
188568,"White","Female","United-States"
215014,"White","Male","Mexico"
184477,"White","Male","United-States"
204235,"White","Male","United-States"
39054,"White","Male","United-States"
272531,"White","Male","United-States"
358701,"White","Male","Mexico"
217750,"White","Female","United-States"
200374,"White","Male","United-States"
498349,"Black","Female","United-States"
170458,"White","Male","United-States"
57233,"White","Male","United-States"
188432,"White","Male","United-States"
33300,"White","Male","United-States"
225779,"White","Female","United-States"
46677,"White","Female","United-States"
227968,"Black","Female","Haiti"
85355,"White","Male","United-States"
207120,"White","Male","United-States"
229223,"White","Female","United-States"
224640,"White","Female","United-States"
139012,"Asian-Pac-Islander","Male","Philippines"
130749,"Black","Female","United-States"
204516,"White","Male","United-States"
105479,"White","Female","United-States"
197093,"Black","Male","United-States"
431245,"White","Male","United-States"
155150,"White","Male","United-States"
216035,"White","Male","United-States"
388247,"White","Male","United-States"
208908,"White","Female","United-States"
259301,"White","Female","United-States"
69333,"White","Male","United-States"
167893,"White","Male","United-States"
386877,"Black","Male","United-States"
146551,"White","Male","United-States"
238360,"Asian-Pac-Islander","Female","Philippines"
187748,"White","Male","United-States"
50748,"White","Female","United-States"
50136,"White","Male","El-Salvador"
111483,"White","Male","United-States"
298871,"Asian-Pac-Islander","Male","China"
147340,"White","Female","United-States"
132704,"White","Male","United-States"
327786,"White","Female","United-States"
243636,"White","Male","United-States"
194417,"White","Male","United-States"
236696,"White","Male","United-States"
337130,"White","Male","Mexico"
273051,"White","Male","Yugoslavia"
186191,"White","Male","United-States"
268451,"White","Female","United-States"
154600,"White","Female","United-States"
405309,"White","Male","United-States"
99185,"White","Male","United-States"
191765,"Black","Female","United-States"
253583,"White","Male","United-States"
297054,"White","Male","United-States"
204397,"White","Male","United-States"
288771,"White","Female","United-States"
173987,"White","Male","United-States"
33662,"White","Female","United-States"
91658,"White","Male","United-States"
226902,"White","Male","United-States"
232586,"White","Male","United-States"
291755,"White","Male","United-States"
207032,"Black","Female","Haiti"
161478,"Asian-Pac-Islander","Female","United-States"
109833,"White","Male","United-States"
229394,"White","Female","United-States"
69285,"White","Male","United-States"
491862,"Black","Female","United-States"
311534,"White","Male","United-States"
420895,"White","Male","United-States"
226374,"Black","Female","United-States"
101345,"White","Female","United-States"
48779,"White","Male","United-States"
152676,"White","Male","United-States"
164877,"White","Male","United-States"
97521,"White","Male","United-States"
88564,"White","Male","United-States"
188246,"White","Male","United-States"
189185,"White","Female","United-States"
163069,"Black","Female","United-States"
251905,"White","Male","United-States"
112403,"White","Male",""
36882,"White","Female","United-States"
195891,"White","Male","United-States"
194905,"White","Female","United-States"
133503,"White","Male","United-States"
31621,"White","Female","United-States"
413373,"White","Male","United-States"
196029,"White","Male","United-States"
107302,"White","Male","United-States"
151267,"Black","Female","United-States"
256861,"White","Male","United-States"
82777,"White","Male","United-States"
147430,"White","Female","United-States"
60726,"Black","Male","United-States"
165754,"White","Female","United-States"
448337,"Black","Female","United-States"
185079,"White","Female","United-States"
418702,"White","Female","United-States"
41504,"White","Male","United-States"
387335,"White","Female","United-States"
261720,"White","Female","United-States"
133963,"White","Female","United-States"
357750,"Black","Female","United-States"
179488,"White","Male","United-States"
60135,"White","Female","United-States"
308746,"White","Male","United-States"
278720,"White","Male","United-States"
477505,"White","Male","United-States"
164711,"White","Male","United-States"
208277,"White","Female","United-States"
39943,"White","Female","United-States"
104542,"White","Female","United-States"
286634,"White","Female","United-States"
142712,"White","Male","United-States"
336404,"White","Male","United-States"
117983,"White","Female","United-States"
108796,"White","Male","United-States"
59469,"White","Male","Iran"
171968,"White","Male","United-States"
119254,"White","Female","United-States"
278617,"White","Male","United-States"
72338,"Asian-Pac-Islander","Male","Philippines"
343231,"White","Female","United-States"
63910,"Asian-Pac-Islander","Female","United-States"
190350,"Black","Female","United-States"
176162,"White","Male","United-States"
37720,"White","Male","United-States"
421467,"White","Male","United-States"
138441,"White","Male","United-States"
146767,"White","Male","United-States"
369678,"Other","Male","United-States"
160445,"White","Male","United-States"
211695,"White","Male","United-States"
102346,"White","Female","United-States"
128796,"White","Male","United-States"
111129,"White","Male","United-States"
44566,"White","Male","United-States"
118497,"White","Male","United-States"
334291,"White","Male","United-States"
237920,"White","Male","United-States"
136331,"White","Male","United-States"
187397,"Other","Male","Mexico"
119793,"White","Male","United-States"
24982,"White","Male","United-States"
231714,"White","Male","United-States"
229272,"Black","Male","United-States"
68219,"White","Male","United-States"
268831,"White","Male","United-States"
149640,"White","Male","United-States"
261725,"White","Female","United-States"
161387,"White","Female","United-States"
260167,"White","Female","United-States"
200928,"White","Male","United-States"
155594,"White","Male","United-States"
79539,"Asian-Pac-Islander","Male","United-States"
469454,"White","Male","United-States"
331482,"White","Male","United-States"
225193,"White","Male","United-States"
370727,"White","Female","United-States"
82393,"Asian-Pac-Islander","Male","Philippines"
37170,"White","Male","United-States"
58484,"White","Female","United-States"
156464,"White","Male",""
344621,"White","Female","United-States"
174752,"White","Male","United-States"
174202,"White","Male","United-States"
261203,"Other","Female",""
316000,"White","Male","United-States"
216871,"White","Male","United-States"
246933,"White","Male","Mexico"
112115,"White","Male","United-States"
264651,"White","Male","United-States"
99185,"White","Female","United-States"
176186,"White","Male","United-States"
100219,"White","Male","United-States"
46691,"White","Female","United-States"
297735,"White","Male","United-States"
132222,"White","Male","United-States"
189656,"White","Male","United-States"
224934,"White","Male","United-States"
149218,"White","Male","United-States"
158508,"White","Female","United-States"
261203,"White","Male","United-States"
309504,"White","Female","United-States"
324637,"White","Male","United-States"
267426,"White","Male","United-States"
229016,"White","Female","United-States"
46401,"White","Female","United-States"
114288,"White","Female","United-States"
203849,"White","Female","United-States"
193882,"White","Male","United-States"
311269,"White","Female","United-States"
156117,"White","Female","United-States"
169917,"White","Female","United-States"
222615,"White","Male","United-States"
106900,"White","Male","United-States"
78036,"White","Female","United-States"
380560,"White","Male","Mexico"
167106,"Asian-Pac-Islander","Male","Philippines"
289436,"White","Male","United-States"
749636,"White","Female","United-States"
154120,"White","Male","United-States"
105119,"White","Male","United-States"
181081,"Black","Female","United-States"
182237,"White","Male","United-States"
102130,"White","Male","United-States"
266324,"White","Male","United-States"
170562,"White","Male","United-States"
240543,"White","Female","United-States"
187046,"White","Male","United-States"
389254,"White","Male","United-States"
179955,"White","Female","Outlying-US(Guam-USVI-etc)"
197997,"White","Male","United-States"
343789,"White","Male","United-States"
191088,"White","Female","United-States"
141649,"White","Male","United-States"
433906,"White","Male","United-States"
207982,"Black","Female","United-States"
175925,"White","Male","United-States"
85767,"White","Male","United-States"
281030,"White","Male","United-States"
313986,"White","Male","United-States"
396595,"Asian-Pac-Islander","Male","United-States"
189203,"White","Male","United-States"
163108,"White","Male","United-States"
141590,"White","Female","United-States"
137421,"Asian-Pac-Islander","Male",""
67728,"White","Male","Italy"
345522,"White","Male","United-States"
330087,"White","Male","United-States"
204322,"White","Male","United-States"
50295,"White","Male","United-States"
147258,"White","Male","United-States"
194260,"White","Female","United-States"
437727,"White","Male","United-States"
34100,"White","Male","United-States"
186611,"White","Male","United-States"
280960,"White","Female","United-States"
33117,"White","Male","United-States"
169628,"Black","Female","United-States"
124942,"White","Male","United-States"
143368,"Black","Male","United-States"
255621,"White","Male","United-States"
154227,"White","Male","United-States"
171438,"White","Female","United-States"
191524,"White","Female","United-States"
377017,"White","Male","United-States"
192806,"White","Female","United-States"
259120,"White","Female","United-States"
234195,"White","Female","United-States"
147596,"Black","Female","United-States"
147251,"White","Female","United-States"
176157,"White","Male","United-States"
176162,"White","Male","United-States"
384150,"White","Male","United-States"
107665,"White","Male","United-States"
82635,"White","Male","United-States"
165827,"White","Male","United-States"
287306,"White","Male","United-States"
78786,"White","Male","United-States"
33310,"White","Female","United-States"
349368,"White","Female","United-States"
117674,"White","Male","United-States"
310889,"White","Male","United-States"
187167,"White","Female","United-States"
379919,"White","Male","United-States"
34862,"Asian-Pac-Islander","Male","United-States"
201723,"White","Male","United-States"
161463,"Black","Male","United-States"
186410,"White","Male","United-States"
62020,"Black","Male","United-States"
42044,"White","Male","United-States"
170230,"White","Female","United-States"
341358,"White","Male","United-States"
199426,"White","Female","United-States"
89172,"White","Male","United-States"
148955,"Asian-Pac-Islander","Female","South"
140673,"White","Female","United-States"
71788,"White","Female","United-States"
326033,"White","Female","United-States"
129305,"White","Male","United-States"
171067,"White","Female","United-States"
143582,"Asian-Pac-Islander","Female","Japan"
171461,"White","Female","United-States"
257980,"White","Male","United-States"
182866,"White","Male","United-States"
69333,"White","Male","United-States"
668362,"White","Female","United-States"
132879,"White","Male","United-States"
181219,"White","Male","United-States"
166018,"White","Female","United-States"
120518,"White","Female","United-States"
183532,"White","Male","United-States"
49298,"White","Male","United-States"
157332,"White","Female","United-States"
213726,"Asian-Pac-Islander","Female","Philippines"
31143,"White","Male","United-States"
256173,"White","Female","United-States"
184872,"White","Female","United-States"
202652,"White","Female","Dominican-Republic"
101602,"White","Male","United-States"
60940,"White","Female","France"
292590,"White","Female","United-States"
141420,"White","Male","United-States"
159389,"White","Female","United-States"
254534,"White","Male","United-States"
89508,"White","Male","United-States"
238980,"White","Male","United-States"
178946,"White","Male","United-States"
204752,"White","Male","United-States"
290213,"White","Male","United-States"
102615,"White","Male","United-States"
291965,"Asian-Pac-Islander","Female","Philippines"
175339,"White","Male","United-States"
90547,"Black","Female","United-States"
449101,"White","Female","United-States"
101722,"White","Male","United-States"
981628,"Black","Male","United-States"
147989,"White","Female","United-States"
204470,"White","Male","United-States"
311409,"Black","Male","United-States"
190027,"Black","Female",""
218015,"White","Male","United-States"
77634,"White","Male","United-States"
42984,"White","Male","United-States"
413297,"White","Male","Mexico"
218835,"White","Male","England"
341051,"White","Male","United-States"
252419,"White","Male","United-States"
347935,"Black","Male","United-States"
237848,"White","Male","United-States"
174826,"White","Female","United-States"
170086,"White","Male","United-States"
470368,"White","Female","United-States"
75235,"White","Male","United-States"
35854,"White","Female","United-States"
746432,"Black","Male","United-States"
258498,"White","Female","United-States"
176063,"White","Male","United-States"
26865,"White","Male","United-States"
104724,"White","Male","United-States"
346321,"White","Male","United-States"
402462,"White","Male","Columbia"
153078,"Asian-Pac-Islander","Male","United-States"
176063,"White","Male","United-States"
451059,"White","Male","United-States"
229533,"White","Male","United-States"
106437,"White","Female","United-States"
294313,"Black","Female","United-States"
67903,"Black","Male","United-States"
133669,"White","Male","United-States"
251730,"White","Male","United-States"
72896,"White","Male","United-States"
155664,"White","Male","United-States"
206520,"White","Male","United-States"
72338,"Asian-Pac-Islander","Male","Japan"
34640,"Other","Male","United-States"
236543,"White","Male","United-States"
43702,"White","Female","United-States"
335248,"White","Female","United-States"
198197,"White","Male","United-States"
281768,"White","Male","United-States"
160594,"White","Male","United-States"
231826,"White","Male","El-Salvador"
188171,"White","Male","United-States"
125000,"White","Male","United-States"
166509,"White","Female","United-States"
402367,"Black","Male","United-States"
204123,"White","Male","United-States"
220786,"White","Female","United-States"
254146,"White","Male","United-States"
152461,"White","Female","United-States"
223669,"White","Male","United-States"
120270,"White","Male","United-States"
304602,"White","Male","United-States"
24108,"White","Female","United-States"
32546,"White","Male","United-States"
93885,"White","Female","United-States"
210765,"White","Male","United-States"
191276,"White","Female","United-States"
71438,"White","Male","United-States"
330571,"White","Female","United-States"
138634,"White","Male","United-States"
112264,"White","Male","United-States"
205865,"White","Male","United-States"
224640,"White","Female","United-States"
180758,"White","Male","United-States"
499935,"White","Female","United-States"
107762,"White","Male","United-States"
214787,"White","Female","United-States"
211032,"White","Male","Mexico"
208353,"White","Male","United-States"
157273,"Black","Male","United-States"
75891,"White","Female","United-States"
177675,"White","Male","United-States"
182370,"White","Male","United-States"
200525,"White","Female","United-States"
174242,"White","Male","United-States"
95566,"Other","Female","Dominican-Republic"
30290,"White","Female","United-States"
240951,"White","Female","United-States"
183810,"White","Male","United-States"
94342,"White","Male","United-States"
148577,"White","Male","United-States"
103634,"White","Male","United-States"
83542,"White","Male","United-States"
76131,"Asian-Pac-Islander","Female","United-States"
262402,"White","Female","United-States"
198286,"White","Female","United-States"
145441,"White","Male","United-States"
273558,"Black","Male","United-States"
117496,"White","Female","United-States"
128876,"White","Male","United-States"
199698,"White","Male","United-States"
65390,"White","Male","United-States"
128645,"White","Female","United-States"
53481,"White","Male","United-States"
92215,"White","Female","United-States"
78859,"White","Female","United-States"
187502,"White","Male","United-States"
242080,"White","Male","United-States"
41837,"White","Male","United-States"
291374,"Black","Female","United-States"
148995,"White","Male","United-States"
159008,"White","Male","United-States"
271013,"White","Male","United-States"
199046,"White","Female","United-States"
164280,"White","Male","Portugal"
116960,"White","Male","United-States"
100054,"White","Male","United-States"
183824,"White","Male","United-States"
313925,"White","Female","United-States"
379883,"White","Male","Cuba"
92593,"White","Female","United-States"
189777,"White","Male","United-States"
198330,"Black","Female","United-States"
127451,"White","Male","United-States"
31577,"White","Male","United-States"
90230,"White","Male","United-States"
301024,"White","Male","United-States"
175732,"Amer-Indian-Eskimo","Male","United-States"
218889,"Black","Male","United-States"
117605,"White","Male","United-States"
154571,"Asian-Pac-Islander","Male","United-States"
228057,"White","Female","Dominican-Republic"
173998,"White","Female","United-States"
90752,"White","Female","United-States"
51008,"White","Female","United-States"
113398,"White","Male","United-States"
74977,"White","Female","United-States"
101593,"White","Male","United-States"
228346,"White","Male","United-States"
180418,"White","Male","United-States"
44489,"White","Male","United-States"
277488,"White","Male","United-States"
103064,"White","Female","United-States"
226872,"White","Female","United-States"
330416,"White","Male","United-States"
186495,"White","Female","United-States"
205712,"White","Male","United-States"
217743,"White","Female","United-States"
52565,"White","Male","United-States"
239954,"White","Male","United-States"
349986,"White","Male","United-States"
117585,"White","Male","United-States"
122094,"White","Male","United-States"
26857,"White","Female","United-States"
192321,"White","Female","United-States"
88095,"White","Female","Mexico"
144067,"White","Male",""
124187,"Black","Male","United-States"
123681,"White","Male","United-States"
145638,"White","Female","United-States"
130513,"White","Female","Peru"
197038,"White","Male","United-States"
189092,"White","Male","United-States"
198841,"White","Male","United-States"
317969,"White","Male","United-States"
103121,"White","Female","United-States"
111589,"Black","Female","Jamaica"
267952,"White","Female","United-States"
63899,"White","Female","United-States"
473625,"White","Female","United-States"
187901,"White","Male","United-States"
24090,"White","Female","United-States"
102729,"White","Male","United-States"
91666,"White","Male","United-States"
215873,"Black","Male","United-States"
152109,"White","Male","United-States"
175586,"Black","Female","United-States"
232614,"Black","Female","United-States"
229465,"White","Male","United-States"
147110,"White","Male","United-States"
161240,"White","Male","United-States"
358124,"Black","Female","United-States"
222529,"White","Male","United-States"
338320,"White","Male","United-States"
62026,"White","Male","United-States"
263886,"Black","Female","United-States"
310774,"White","Male","United-States"
98155,"White","Male","United-States"
259307,"White","Male","United-States"
358753,"White","Male","United-States"
29762,"White","Male","United-States"
202729,"White","Male","United-States"
28790,"White","Female","United-States"
53209,"White","Male","United-States"
169020,"White","Male","United-States"
127195,"White","Male","United-States"
211731,"White","Female","Mexico"
126614,"Other","Male","Iran"
259463,"White","Male","United-States"
228411,"White","Male","United-States"
117827,"White","Male","United-States"
57216,"Black","Male","United-States"
250821,"White","Male","United-States"
88564,"White","Male","United-States"
172822,"White","Male","United-States"
251579,"White","Male","United-States"
118399,"White","Male","United-States"
178383,"Black","Male","United-States"
170866,"White","Male","United-States"
268954,"White","Male","United-States"
89951,"Black","Female","United-States"
203894,"White","Female","United-States"
237065,"Black","Male","United-States"
108435,"White","Male","United-States"
93213,"White","Male","United-States"
231230,"White","Male","United-States"
386175,"White","Male","United-States"
128392,"White","Male","United-States"
223515,"White","Male","United-States"
208630,"White","Female","United-States"
97969,"Amer-Indian-Eskimo","Male","United-States"
174295,"White","Male","United-States"
60229,"White","Male","United-States"
66095,"White","Male","United-States"
130057,"White","Male","United-States"
179743,"White","Male","United-States"
192022,"White","Female","United-States"
45288,"White","Male","United-States"
178764,"White","Male","United-States"
99476,"White","Female","United-States"
41973,"White","Female","United-States"
162228,"White","Male","United-States"
211968,"White","Female","United-States"
211226,"Other","Male","United-States"
33397,"White","Female","United-States"
120839,"White","Male","United-States"
36327,"White","Male","United-States"
139703,"White","Male","United-States"
107827,"White","Male","United-States"
140219,"White","Female","United-States"
203761,"White","Male","United-States"
114719,"White","Male","United-States"
344394,"White","Female","United-States"
195516,"White","Male","Mexico"
31627,"White","Female","United-States"
174032,"White","Male","United-States"
226875,"White","Male","United-States"
566537,"White","Male","Mexico"
36162,"White","Male","United-States"
31478,"White","Male","United-States"
294991,"White","Male","United-States"
108495,"White","Male","United-States"
161532,"Black","Male","United-States"
332249,"White","Male","United-States"
268147,"White","Female","United-States"
317847,"White","Male","United-States"
52028,"Asian-Pac-Islander","Female","Vietnam"
184045,"Black","Female","United-States"
206609,"White","Male","United-States"
152968,"White","Male","United-States"
213015,"Black","Male","United-States"
313835,"White","Male","United-States"
66385,"White","Male","United-States"
205940,"White","Female","United-States"
260938,"White","Male","United-States"
60567,"White","Male","United-States"
335067,"White","Male","United-States"
331126,"Black","Male","United-States"
156612,"White","Female","United-States"
188436,"White","Male","United-States"
227468,"Black","Female","United-States"
183580,"White","Male","United-States"
50990,"White","Male","United-States"
384246,"White","Male","United-States"
375313,"Asian-Pac-Islander","Male","Philippines"
176410,"White","Female","United-States"
93639,"White","Female","United-States"
30289,"White","Male","United-States"
124950,"White","Female","United-States"
126675,"White","Male","United-States"
145964,"White","Male","United-States"
345712,"White","Male","United-States"
97474,"White","Female","United-States"
180342,"White","Male","United-States"
167087,"White","Female","United-States"
192825,"White","Male","United-States"
318749,"White","Female","Germany"
147638,"Other","Female","Japan"
293971,"White","Male","United-States"
229566,"White","Male","United-States"
242464,"White","Male","United-States"
111067,"White","Male","United-States"
155697,"White","Male","United-States"
106554,"White","Female","United-States"
23776,"White","Male","United-States"
43909,"Black","Female","United-States"
105808,"White","Male","United-States"
169995,"White","Male","United-States"
141388,"White","Male","United-States"
241431,"White","Male","United-States"
78374,"Asian-Pac-Islander","Female","United-States"
158948,"White","Male","United-States"
115498,"White","Male",""
272411,"White","Female","United-States"
30529,"White","Male","United-States"
263374,"White","Male","Canada"
190228,"White","Male","United-States"
126060,"White","Female","United-States"
391192,"White","Male","United-States"
214069,"White","Male","United-States"
170871,"White","Male","United-States"
118993,"White","Female","United-States"
245880,"White","Male","United-States"
174794,"White","Female","Germany"
153408,"White","Female","United-States"
330301,"Black","Female","United-States"
385278,"Black","Male","United-States"
38434,"White","Female","United-States"
111679,"White","Male","United-States"
168956,"White","Female","United-States"
86143,"Asian-Pac-Islander","Male","United-States"
99835,"White","Male","United-States"
263561,"White","Male","United-States"
118536,"Black","Male","United-States"
209691,"White","Male","Canada"
123374,"White","Male","United-States"
137225,"White","Male","United-States"
119359,"Asian-Pac-Islander","Female","China"
134153,"Black","Male","United-States"
121124,"White","Male","United-States"
147655,"White","Female","United-States"
165138,"White","Male","United-States"
312017,"White","Male","United-States"
272950,"White","Male","United-States"
259323,"White","Male","United-States"
281739,"White","Male","United-States"
119156,"White","Male","United-States"
165881,"White","Male","United-States"
136075,"White","Female","United-States"
187465,"White","Female","United-States"
328561,"White","Female","United-States"
350440,"Asian-Pac-Islander","Male","Cambodia"
109133,"White","Male","United-States"
109814,"White","Male","United-States"
86643,"White","Male","United-States"
154521,"White","Male","United-States"
45912,"White","Female","United-States"
175070,"White","Female","United-States"
338033,"White","Female","United-States"
158963,"White","Female","United-States"
121441,"White","Male","United-States"
242391,"White","Male","United-States"
119964,"White","Female","United-States"
193344,"White","Female","Germany"
45554,"White","Female","United-States"
249716,"White","Male","United-States"
58985,"White","Female","United-States"
456367,"White","Male","United-States"
117381,"White","Male","United-States"
240922,"White","Female","United-States"
226443,"White","Male","United-States"
364342,"Black","Female","United-States"
101593,"White","Male","United-States"
267471,"White","Female","United-States"
186849,"White","Male","United-States"
174603,"White","Female","Italy"
115040,"White","Male","United-States"
142766,"White","Male","United-States"
59660,"White","Male","United-States"
49595,"White","Male","United-States"
127491,"White","Male","United-States"
155933,"White","Female","United-States"
122272,"White","Female","United-States"
143771,"White","Male","United-States"
91384,"White","Male","United-States"
135874,"White","Male","United-States"
207066,"White","Male","United-States"
172493,"White","Female","United-States"
189956,"Black","Female","United-States"
106967,"White","Female","United-States"
200153,"White","Female","United-States"
149943,"Asian-Pac-Islander","Male",""
151736,"White","Male","United-States"
67852,"White","Male","United-States"
54229,"White","Female","United-States"
154120,"White","Male","United-States"
157217,"White","Male","United-States"
381645,"White","Male","United-States"
160785,"White","Male","United-States"
133584,"White","Male","United-States"
170230,"White","Female","United-States"
250206,"White","Male","United-States"
128363,"White","Female","United-States"
163434,"White","Male","United-States"
195690,"White","Male","United-States"
138991,"White","Male","United-States"
118419,"White","Male","United-States"
185407,"White","Male","United-States"
283079,"White","Male","United-States"
119655,"White","Female","United-States"
153416,"White","Female","United-States"
204868,"White","Female","United-States"
220362,"White","Male","United-States"
203078,"Black","Male","United-States"
104361,"White","Female","United-States"
274096,"White","Male","United-States"
455553,"Black","Female","United-States"
112283,"White","Male","United-States"
64506,"White","Male","United-States"
24395,"White","Female","United-States"
182581,"White","Male","United-States"
100669,"Asian-Pac-Islander","Male","Philippines"
178025,"White","Male","United-States"
113913,"White","Female","United-States"
55191,"White","Male","United-States"
223206,"Asian-Pac-Islander","Male","Vietnam"
162551,"Asian-Pac-Islander","Female","China"
693066,"White","Female","United-States"
96867,"White","Female","United-States"
256362,"White","Male","United-States"
539864,"White","Male","United-States"
241153,"White","Male","United-States"
284395,"White","Male","United-States"
180039,"White","Female","United-States"
178416,"White","Female","United-States"
175710,"White","Female",""
164775,"White","Male","Guatemala"
176897,"White","Male","United-States"
265097,"White","Male","United-States"
193090,"White","Female","United-States"
186009,"White","Male","United-States"
175262,"White","Male","United-States"
109928,"Black","Female","United-States"
162834,"White","Male","United-States"
177896,"White","Male","United-States"
181372,"White","Female","United-States"
70645,"White","Female","United-States"
128272,"White","Male","United-States"
106723,"White","Female","United-States"
122348,"White","Female","United-States"
177905,"White","Male","United-States"
254547,"Black","Female","Jamaica"
102308,"White","Male","United-States"
33105,"Amer-Indian-Eskimo","Male","United-States"
215441,"Other","Male",""
197919,"White","Female","United-States"
206139,"White","Male","United-States"
117849,"White","Male","United-States"
323044,"White","Male","Germany"
90415,"Black","Male","United-States"
294913,"White","Male","United-States"
127573,"White","Female","United-States"
180190,"White","Male","United-States"
231013,"White","Male","United-States"
356015,"Amer-Indian-Eskimo","Male","Hong"
198069,"White","Male","United-States"
99141,"White","Female","United-States"
188246,"White","Male","United-States"
116508,"White","Male","United-States"
38434,"White","Female","United-States"
128477,"White","Female","United-States"
91839,"Amer-Indian-Eskimo","Male","United-States"
409922,"White","Male","United-States"
185041,"White","Male","United-States"
103925,"White","Female","United-States"
34037,"White","Male","United-States"
251659,"Asian-Pac-Islander","Male",""
57145,"White","Female","United-States"
182108,"White","Female","United-States"
213296,"White","Male","United-States"
28765,"White","Male","United-States"
37792,"White","Female","United-States"
232036,"White","Male","United-States"
33678,"White","Male","United-States"
159908,"White","Female","United-States"
176761,"Other","Male","Nicaragua"
260954,"White","Male","United-States"
180342,"White","Male","United-States"
324791,"White","Male","United-States"
183801,"White","Male","United-States"
204235,"White","Male","United-States"
249720,"Black","Female","United-States"
127084,"White","Male","United-States"
201495,"White","Male","United-States"
447346,"White","Male","United-States"
206008,"Black","Male","United-States"
286020,"White","Male","United-States"
99891,"White","Female","United-States"
169544,"White","Male","United-States"
313749,"White","Female","United-States"
89182,"White","Female","Italy"
258102,"White","Male","United-States"
255466,"White","Female","United-States"
38795,"White","Male","United-States"
311907,"White","Male","United-States"
171924,"White","Male","United-States"
