Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
Acadia National Park,Vascular Plant,Nymphaeales,Nymphaeaceae,Nuphar advena,Cow-Lily,Approved,Present,Native,Unknown,,
Acadia National Park,Vascular Plant,Nymphaeales,Nymphaeaceae,Nuphar variegata,"Spatterdock, Yellow Pond Lily",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Nymphaeales,Nymphaeaceae,Nymphaea odorata ssp. odorata,Sweet-Scented Water Lily,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Nymphaeales,Nymphaeaceae,Nymphaea odorata ssp. tuberosa,Sweet-Scented Water Lily,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium dissectum,Lanceleaf Grapefern,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium lanceolatum ssp. angustisegmentum,Triangle Grapefern,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium lunaria,Moonwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium matricariifolium,Daisyleaf Grapefern,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium multifidum,Leatherleaf Grapefern,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium simplex,Dwarf Grapefern,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium virginianum,Rattlesnake Fern,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Ophioglossum pusillum,Adder's Tongue,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Osmundales,Osmundaceae,Osmunda cinnamomea,Cinnamon Fern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Osmundales,Osmundaceae,Osmunda claytoniana,Interrupted Fern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Osmundales,Osmundaceae,Osmunda regalis var. spectabilis,Royal Fern,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Oxalidales,Oxalidaceae,Oxalis montana,Common Wood Sorrel,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Oxalidales,Oxalidaceae,Oxalis stricta,Yellow Wood Sorrel,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Pinales,Cupressaceae,Juniperus communis var. depressa,Ground Juniper,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Pinales,Cupressaceae,Juniperus horizontalis,"Bar Harbor Juniper, Creeping Juniper",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Pinales,Cupressaceae,Thuja occidentalis,Northern White Cedar,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Abies balsamea,Balsam Fir,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Larix laricina,"Larch, Tamarack",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Picea abies,Norway Spruce,Approved,Present,Native,Unknown,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Picea glauca,White Spruce,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Picea mariana,Black Spruce,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Picea rubens,Red Spruce,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Pinus banksiana,Jack Pine,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Pinus resinosa,Red Pine,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Pinus rigida,Pitch Pine,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Pinus strobus,White Pine,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Pinus sylvestris,Scotch Pine,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Pinales,Pinaceae,Tsuga canadensis,Eastern Hemlock,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Pinales,Taxaceae,Taxus canadensis,American Yew,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Piperales,Aristolochiaceae,Aristolochia macrophylla,Dutchman's Pipe,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Bolboschoenus maritimus ssp. paludosus,Bayonet-Grass,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Bulbostylis capillaris,Vagabond,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex adusta,Lesser Brown Sedge,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex albicans,Emmons' Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex arctata,Drooping Wood Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex argyrantha,Hay Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex atlantica,Atlantic Sedge,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex baileyi,Bailey's Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex brunnescens ssp. brunnescens,Brownish Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex brunnescens ssp. sphaerostachya,Brownish Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex bushii,Bush's Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex buxbaumii,Brown Sedge,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex canescens ssp. canescens,Silvery Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex canescens ssp. disjuncta,Silvery Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex communis,Fibrous-Rooted Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex conoidea,Field Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex crawfordii,Crawford's Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex crinita var. crinita,Sickle-Grass,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex cumulata,Clustered Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex debilis var. rudgei,Slender-Stalked Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex deflexa,Northern Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex deweyana,Dewey's Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex disperma,Two-Seeded Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex echinata ssp. echinata,Star Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex exilis,Coast Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex flava,Small Yellow Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex foenea,Wind Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex folliculata,Long Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex gracillima,Graceful Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex gynandra,Sickle-Grass,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex haydenii,Hayden's Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex hormathodes,Marsh Straw Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex houghtoniana,Houghton's Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex hystericina,Porcupine Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex intumescens,Bladder Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex lacustris,Lakebank Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex laevivaginata,Wooly Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex lasiocarpa var. americana,Slender Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex laxiflora,Loose-Flowered Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex lenticularis,Shore Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex leptalea,Bristle-Stalked Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex leptonervia,Nerveless Woodland Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex limosa,Mud Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex lucorum,Blue Ridge Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex lupulina,Hop Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex lurida,Sallow Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex mackenziei,Mackenziei's Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex magellanica ssp. irrigua,Bog Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex michauxiana,Michaux's Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex nigra,Black Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex normalis,Greater Straw Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex novae-angliae,New England Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex oligosperma,Few-Seeded Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex ormostachya,Necklace Spike Sedge,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex paleacea,Seaside Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex pallescens,Pale Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex panicea,Millet Sedge,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex pauciflora,Few-Flowered Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex projecta,Beaded Broom Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex pseudocyperus,Cyperus Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex radiata,Eastern Star Sedge,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex recta,Saltmarsh Sedge,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex scabrata,Rough Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex scoparia,Pointed Broom Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex silicea,Sandy Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex stipata,Awl Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex stricta,Tussock Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex tenera,Quill Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex tonsa,Deep Green Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex torta,Twisted Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex tribuloides,Blunt Broom Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex trisperma,Three-Seeded  Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex trisperma var. billingsii,Three-Seeded  Sedge,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex umbellata,Umbel-Like Sedge,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex utriculata,Northwest Territory Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex vacillans,Sedge,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex vesicaria,Inflated Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex viridula,Green Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex vulpinoidea,Fox Sedge,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Carex wiegandii,Wiegand's Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Cladium mariscoides,Twig Rush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Dulichium arundinaceum,Three-Way Sedge,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis acicularis,Needle Sedge,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis elliptica,Elliptic Spike-Rush,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis halophila,Saltmarsh Spike-Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis obtusa,Blunt Spike-Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis olivacea,Bright Green Spike-Rush,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis palustris,Creeping Spike-Rush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis parvula,Dwarf Spike-Rush,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis robbinsii,Robbins Spike-Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis tenuis,Slender Spike-Rush,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eriophorum angustifolium,Tall Cotton-Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eriophorum gracile,Slender Cotton-Grass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eriophorum tenellum,Cotton-Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eriophorum vaginatum var. spissum,Hare's-Tail,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eriophorum virginicum,Virginia Cotton-Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Eriophorum viridicarinatum,Thin-Leaved Cotton-Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Rhynchospora alba,White Beak-Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Rhynchospora capitellata,Beak-Rush,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Rhynchospora fusca,Brown Beak-Rush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Schoenoplectus acutus,Great Bulrush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Schoenoplectus pungens,"Three-Square, Sword-Grass",Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Schoenoplectus subterminalis,Swaying Rush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Schoenoplectus tabernaemontani,American Great Bulrush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Scirpus atrocinctus,Blackgirdle Bulrush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Scirpus atrovirens,Green Bulrush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Scirpus cyperinus,Wool Grass,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Scirpus hattorianus,Mosquito Bulrush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Scirpus microcarpus,Small-Fruited Bulrush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Scirpus pedicellatus,Stalked Bulrush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Trichophorum alpinum,Alpine Cotton-Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Cyperaceae,Trichophorum cespitosum,Tufted Club-Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Eriocaulaceae,Eriocaulon aquaticum,White Buttons,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus acuminatus,Sharp-Fruited Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus ambiguus,Toad Rush,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus arcticus var. balticus,Shore Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus articulatus,Jointed Rush,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus brachycephalus,"Smallhead Rush, Small-Head Rush",Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus brevicaudatus,Narrow-Panicled Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus bufonius,Toad Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus canadensis,Marsh Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus dichotomus,Forked Rush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus effusus,Tufted Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus filiformis,Thread Rush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus gerardi,Black Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus greenei,Greene's Rush,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus militaris,Bayonet Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus pelocarpus,Beach Rush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus secundus,Secund Rush,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Juncus tenuis,"Yard Rush, Path Rush",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Luzula acuminata,Woodrush,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Luzula luzuloides,Woodrush,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Luzula multiflora,Woodrush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Luzula multiflora ssp. frigida,Common Woodrush,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Luzula multiflora ssp. multiflora,Common Woodrush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Juncaceae,Luzula pallidula,Woodrush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Agrostis canina,Velvet Bent,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Agrostis capillaris,Rhode Island Bent,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Agrostis gigantea,Redtop,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Agrostis hyemalis,Ticklegrass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Agrostis perennans,Upland Bent,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Agrostis scabra,Fly-Away Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Agrostis stolonifera,Redtop,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Alopecurus pratensis,Meadow Foxtail,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Ammophila breviligulata,Beachgrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Anthoxanthum odoratum,Sweet Vernal Grass,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Arrhenatherum elatius,Tall Oatgrass,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Avena sativa,Oats,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Brachyelytrum septentrionale,Short-Husk,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Bromus ciliatus,Fringed Brome,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Bromus commutatus,Bromegrass,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Bromus hordeaceus,Bromegrass,Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Bromus inermis,"Awnless Brome, Smooth Brome",Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Bromus racemosus,Bromegrass,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Bromus secalinus,"Cheat, Bromegrass",Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Bromus tectorum,Bromegrass,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Calamagrostis canadensis,Canada Bluejoint,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Calamagrostis pickeringii,Pickering's Reedgrass,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Calamagrostis stricta ssp. inexpansa,Northern Reedgrass,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Cinna latifolia,Slender Wood Reed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Cynosurus cristatus,Crested Dog's Tail,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Dactylis glomerata,Orchard Grass,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Danthonia compressa,Wild Oatgrass,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Danthonia spicata,Poverty Grass,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Deschampsia caespitosa,Tufted Hairgrass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Deschampsia flexuosa,Common Hairgrass,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Dichanthelium commutatum,Variable Panic Grass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Digitaria ischaemum,Small Crabgrass,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Digitaria sanguinalis,Northern Crabgrass,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Echinochloa crus-galli,Barnyard Grass,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Elymus repens,"Witchgrass, Quackgrass",Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Elymus trachycaulus,Bearded Wheatgrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Elymus virginicus var. halophilus,Virginia Wild Rye,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Elymus virginicus var. virginicus,"Terrell Grass, Virginia Wild Rye",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Eragrostis cilianensis,"Stinkgrass, Skunkgrass",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Festuca filiformis,Fescue,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Festuca ovina,Sheep's Fescue,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Festuca rubra,Fescue,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Festuca trachyphylla,Sheep's Fescue,Approved,Not Confirmed,Not Native,,,
